source,title,description,content,url,publishedAt
Digital Journal,Sinwar’s killing boosts Netanyahu but still no sign of war ending,The killing of Hamas leader Yahya Sinwar is a political victory for Israeli Prime Minister Benjamin Netanyahu but divisions remain in Israel over his strategy for securing the release of hostages. More than a year after the Islamist group’s unprecedented atta…,Supporters and relatives of Israelis held hostage by Palestinian militants in Gaza protest outside the Ministry of Defence in Tel Aviv for their release - Copyright AFP Oren ZIV  The killing of Hamas… [+4820 chars],https://www.digitaljournal.com/world/sinwars-killing-boosts-netanyahu-but-still-no-sign-of-war-ending/article,
Al Jazeera English,Hezbollah claims responsibility for drone attack on Netanyahu holiday home,Hezbollah spokesman also acknowledges that some of the group's fighters have been taken captive by the Israeli military.,The Lebanese armed group Hezbollah has claimed responsibility for a drone attack last week on Israeli Prime Minister Benjamin Netanyahus holiday residence in Caesarea in northern Israel.  The Islamic… [+1632 chars],https://www.aljazeera.com/news/2024/10/22/hezbollah-takes-responsibility-for-drone-attack-on-netanyahu-holiday-home,
Al Jazeera English,Why Netanyahu won’t let Israel stop fighting after killing Hamas’s Sinwar,"The Israeli PM has seized every opportunity to expand the fighting, and to sink any possible ceasefires.","Beirut, Lebanon Israeli forces killed Hamas leader Yahya Sinwar in combat on Wednesday in a surprise shootout in Rafah.  The news raised some hopes among Western commentators that the killing may be … [+7162 chars]",https://www.aljazeera.com/news/2024/10/20/why-netanyahu-wont-let-israel-stop-fighting-after-killing-hamass-sinwar,
The New Republic,Trump Praised Netanyahu in Call After One of Israel’s Worst Attacks,"Despite his recent overtures to Muslim and Arab American voters, Donald Trump privately encouraged Benjamin Netanyahu in a phone call earlier this month to “do what you have to do.”   The Washington Post reported Friday the former president told the Israeli p…","Robinson morphed into a political pariah after CNN published a sprawling investigation last month about his pre-politics proclivities, which included writing in online pornographic forums that he had… [+1710 chars]",https://newrepublic.com/post/187577/trump-praise-netanyahu-call,
Democracy Now!,Will Netanyahu Incite a War with Iran? Leaked U.S. Docs Detail Israel's Attack Plans,"The Biden administration has launched a probe after highly classified U.S. intelligence documents were posted online showing that Israel is taking steps to launch a retaliatory attack against Iran. Meanwhile, a drone hit Benjamin Netanyahu’s seaside home Satu…",This is viewer supported news. Please do your part today.  Donate  The Biden administration has launched a probe after highly classified U.S. intelligence documents were posted online showing that Is… [+559 chars],https://www.democracynow.org/2024/10/21/us_israeli_plans_to_attack_iran,
RT,Netanyahu claims Hezbollah tried to assassinate him,Israeli Prime Minister Benjamin Netanyahu has said that Hezbollah tried to assassinate him with a kamikaze drone Read Full Article at RT.com,Israeli Prime Minister Benjamin Netanyahu has accused the Iranian-backed armed group Hezbollah of attempting to kill him and his wife after his vacation home was targeted by a drone launched from Leb… [+2104 chars],https://www.rt.com/news/605963-netanyahu-claims-hezbollah-tried-to-assassinate/,
Slate Magazine,Why Trump’s Phone Call With Netanyahu Is So Alarming,"If the story is true, Trump committed not only an act of diplomatic recklessness but also, quite possibly, a federal crime.","Donald Trump told a crowd of supporters that he spoke with Israeli Prime Minister Benjamin Netanyahu on Saturday, mainly about the Middle East wars. According to Trump, the Israeli leader said he dis… [+7098 chars]",https://slate.com/news-and-politics/2024/10/us-israel-trump-phone-call-netanyahu-gaza-cease-fire-2024-election.html,
CBS News,Blinken to meet with Netanyahu in Israel,U.S. Secretary of State Antony Blinken is scheduled to meet with Israeli Prime Minister Benjamin Netanyahu Tuesday in Israel as the White House tries to revive hostage release talks in the wake of Hamas leader Yahya Sinwar's killing. CBS News senior White Hou…,"Watch CBS News  Copyright ©2024 CBS Interactive Inc. All rights reserved.  Get browser notifications for breaking news, live events, and exclusive reporting.  Not NowTurn On",https://www.cbsnews.com/video/blinken-to-meet-with-netanyahu-in-israel/,
Breitbart News,Report: ICC Prosecutor Seeking Netanyahu Arrest Faces Sexual Misconduct Allegation,"International Criminal Court (ICC) officials confirmed to the Daily Mail this weekend that they had been made aware of an alleged accusation of sexual harassment against top prosecutor Karim Khan, who himself denied any wrongdoing and suggested he and his fam…","International Criminal Court (ICC) officials confirmed to the Daily Mail this weekend that they had been made aware of an alleged accusation of sexual harassment against top prosecutor Karim Khan, wh… [+6987 chars]",https://www.breitbart.com/middle-east/2024/10/21/report-icc-prosecutor-seeking-netanyahu-arrest-faces-sexual-misconduct-allegation/,
[Removed],[Removed],[Removed],[Removed],https://removed.com,
CBS News,"Blinken meets with Netanyahu, seeks to revive Israel, Hamas cease-fire negotiations",Secretary of State Antony Blinken is in Israel where he met with Prime Minister Benjamin Netanyahu. Blinken is in the Middle East hoping to revive Israel and Hamas cease-fire negotiations. CBS News' Ramy Inocencio has the latest on conflict in the Middle East…,"Watch CBS News  Copyright ©2024 CBS Interactive Inc. All rights reserved.  Get browser notifications for breaking news, live events, and exclusive reporting.  Not NowTurn On",https://www.cbsnews.com/video/blinken-meets-with-netanyahu-seeks-to-revive-israel-hamas-cease-fire-negotiations/,
Politicalwire.com,Trump Signals Support in Call with Netanyahu,"""Donald Trump expressed support for Israel’s offensives against Hamas and Hezbollah in a recent call with the country’s prime minister — a position that could complicate his campaign’s outreach to Arab Americans claiming he opposes the war,"" the Washington Po…","“There are a lot of blogs and news sites claiming to understand politics, but only a few actually do. Political Wire is one of them.”   Chuck Todd, host of “Meet the Press”  “Concise. Relevant. To th… [+594 chars]",https://politicalwire.com/2024/10/25/trump-signals-support-in-call-with-netanyahu/,
Breitbart News,"Trump: Netanyahu Is Winning by Doing the Opposite of What Biden, Harris Say","Trump: ""If you did the exact opposite of what [Biden] suggested every single time, you'd go down as the greatest foreign policy president in history."" The post Trump: Netanyahu Is Winning by Doing the Opposite of What Biden, Harris Say appeared first on Breit…",Former President Donald Trump told a rally in Pennsylvania Saturday that Israel was succeeding in its war because Prime Minister Benjamin Netanyahu did the opposite of what President Joe Biden and Vi… [+2530 chars],https://www.breitbart.com/politics/2024/10/19/trump-netanyahu-winning-by-doing-the-opposite-of-what-biden-harris-say/,
Naturalnews.com,"Meet Barak Ravid, the Israeli spy who writes American “news” praising Netanyahu","One of the loudest voices telling Americans that what Benjamin Netanyahu is doing in the Middle East is a good thing has turned out to be an Israeli spy embedded within the media establishment. Up until recently, anyway, Barak Ravid was an analyst with Unit 8…",One of the loudest voices telling Americans that what Benjamin Netanyahu is doing in the Middle East is a good thing has turned out to be an Israeli spy embedded within the media establishment.  Up u… [+5802 chars],https://www.naturalnews.com/2024-10-20-meet-barak-ravid-israeli-spy-american-news.html,
Naturalnews.com,"Israeli government under Netanyahu rejects all ceasefire talks, pushes to ANNEX GAZA into Greater Israel","The true intentions of Israeli Prime Minister Benjamin Netanyahu for Gaza are on the table after Israel revealed that it has no plans to agree to a ceasefire, no matter the terms. Israeli defense officials told Haaretz over the weekend that the war will conti…","The true intentions of Israeli Prime Minister Benjamin Netanyahu for Gaza are on the table after Israel revealed that it has no plans to agree to a ceasefire, no matter the terms.  Israeli defense of… [+3464 chars]",https://www.naturalnews.com/2024-10-21-israel-netanyahu-reject-ceasefire-annex-gaza.html,
Hoover.org,How Will History Judge Netanyahu?,"At home, the left sees him as cynical, conniving and corrupt, while the right sees him as tired, weak and unambitious. Abroad, he is almost universally loathed and distrusted. And yet no one can deny his Machiavellian mastery of the dirty game of politics, do…","ArticlesAt home, the left sees him as cynical, conniving and corrupt, while the right sees him as tired, weak and unambitious. Abroad, he is almost universally loathed and distrusted. And yet no one … [+147 chars]",https://www.hoover.org/research/how-will-history-judge-netanyahu,
Naturalnews.com,JEWS HIDING GENOCIDE: Netanyahu adviser Jordana Cutler appointed as chief of Facebook’s U.S. censorship unit on Israel and Palestine,"It has come to light that the head of Facebook’s censorship division on matters relating to Israel and Palestine is none other than long-time senior Israeli government official and adviser to Benjamin Netanyahu and the Likud party, Jordana Cutler. The Interce…",It has come to light that the head of Facebook's censorship division on matters relating to Israel and Palestine is none other than long-time senior Israeli government official and adviser to Benjami… [+3601 chars],https://www.naturalnews.com/2024-10-24-netanyahu-advisor-jordana-cutler-facebook-censorship-israel.html,
Newsweek,War Crimes Prosecutor Who Charged Netanyahu Accused of Sexual Misconduct,"Karim Khan, a prosecutor at the Hague, faces accusations of sexual misconduct involving an aide, which he denies.","The chief prosecutor who pursued war crimes charges against Israeli Prime Minister Benjamin Netanyahu has been accused of sexual misconduct.  Karim Khan has denied the allegations, calling them ""comp… [+5306 chars]",https://www.newsweek.com/karim-khan-hague-prosecutor-netanyahu-misconduct-allegations-1975148,
Israelnationalnews.com,Trump: Netanyahu said he wouldn't listen to Biden,"Former US President praises Netanyahu for not following President Joe Biden's advice, says Israel ""wouldn't be in this position"" if Netanyahu had listened to Biden.","During a campaign rally in Pennsylvania on Saturday, former US President Donald Trump praised Prime Minister Benjamin Netanyahu for not following President Joe Biden's advice, claiming that Israel ""w… [+1165 chars]",https://www.israelnationalnews.com/news/397819,
Fortune,Israel hones plans to attack Iran after attempt on Netanyahu,"“There is no doubt that another red line has been crossed here,” Foreign Minister Israel Katz said. “We must defeat Iran’s ability to pose a threat.”","A day after a Hezbollah drone penetrated Israels air defenses and exploded next to the private home of Prime Minister Benjamin Netanyahu, he held a series of meetings with top security aides to discu… [+4186 chars]",https://fortune.com/2024/10/20/israel-attack-plan-iran-drone-benjamin-netanyahu-assassination-attempt/,
Yahoo Entertainment,Blinken urges Netanyahu to 'capitalize on Israel’s successful action',,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_a9752a08-1dea-4c7f-9af2-49e77b3ffca7,
CounterPunch,Macron v. Netanyahu: a Growing Rift Over Gaza,"It took nearly a year for French President Emmanuel Macron to confront the uncomfortable truth: the path to peace in Gaza cannot be paved with more weapons to Israel. His recent remarks, sharp and unapologetic, reflected the urgency of shifting away from mili…",French President Emmanuel Macron with Israeli President Isaac Herzog. Photograph Source: Kobi Gideon – CC BY-SA 4.0  It took nearly a year for French President Emmanuel Macron to confront the uncomfo… [+5477 chars],https://www.counterpunch.org/2024/10/21/macron-v-netanyahu-a-growing-rift-over-gaza/,
Memeorandum.com,Trump signals support in call with Netanyahu: 'Do what you have to do' (Washington Post),Washington Post: Trump signals support in call with Netanyahu: ‘Do what you have to do’  —  Trump offers Israel his backing in wars with Hamas and Hezbollah even as his campaign seeks Arab American votes.  —  Republican presidential nominee Donald Trump expre…,"memeorandum is an auto-generated summary of the stories that US political commentators are discussing online right now.  Unlike sister sites Techmeme and Mediagazer, it is not a human-edited news out… [+72 chars]",https://www.memeorandum.com/241025/p81,
Israelnationalnews.com,Blinken to Netanyahu: 'Capitalize on Sinwar's elimination to bring hostages home',"Prime Minister Benjamin Netanyahu and US Secretary of State Antony Blinken discussed the war in Gaza and Lebanon, the Iranian threat, the Hezbollah strike on Netanyahu's home, and the governmental structure in Gaza after the war.","Prime Minister Benjamin Netanyahu met on Tuesday with US Secretary of State Antony Blinken. According to the Prime Minister's Office, the meeting, which lasted two and a half hours, was ""friendly and… [+1844 chars]",https://www.israelnationalnews.com/news/397974,
Globalsecurity.org,Blinken urges Netanyahu to reach Gaza cease-fire after killing of Hamas leader,"U.S. Secretary of State Antony Blinken on Tuesday urged Israeli Prime Minister Benjamin Netanyahu to capitalize on the killing last week of Hamas leader Yahya Sinwar to end the war with Hamas in Gaza and secure the release of the remaining 101 hostages, about…","By VOA News October 22, 2024  U.S. Secretary of State Antony Blinken on Tuesday urged Israeli Prime Minister Benjamin Netanyahu to capitalize on the killing last week of Hamas leader Yahya Sinwar to … [+6631 chars]",https://www.globalsecurity.org/military/library/news/2024/10/mil-241022-voa04.htm,
ABC News,International court prosecutor who charged Netanyahu faces sexual misconduct accusation,"As the International Criminal Court’s top prosecutor sought war crimes charges this year against Israeli Prime Minister Benjamin Netanyahu, he was engulfed in a behind-the-scenes personal crisis","THE HAGUE, Netherlands -- As the International Criminal Courts top prosecutor sought war crimes charges this year against Israeli Prime Minister Benjamin Netanyahu over actions in Gaza, he was engulf… [+11886 chars]",https://abcnews.go.com/International/wireStory/international-court-prosecutor-charged-netanyahu-faces-sexual-misconduct-115137206,
TheJournal.ie,Israel hits southern Beirut as Netanyahu calls drone attack against his home 'a grave mistake',"Since late September, the war has killed at least 1,454 people in Lebanon.","TWO ISRAEL AIRTRIKES targeted south Beirut today after the Israeli army warned civilians to evacuate the are where Lebanons Hezbollah movement is based, state media said.  The reported strikes came a… [+1663 chars]",https://www.thejournal.ie/israel-beirut-netanyahu-assssination-attempt-6519858-Oct2024/,
ABC News,One of 3 judges weighing request for ICC arrest warrants against Netanyahu and others is replaced,"The presiding judge of an International Criminal Court panel considering a request to issue arrest warrants for Israeli Prime Minister Benjamin Netanyahu, his defense minister and senior Hamas leaders has been replaced on medical grounds","THE HAGUE, Netherlands -- The presiding judge of an International Criminal Court panel considering a request to issue arrest warrants for Israeli Prime Minister Benjamin Netanyahu, his defense minist… [+3071 chars]",https://abcnews.go.com/International/wireStory/3-judges-weighing-request-icc-arrest-warrants-netanyahu-115148870,
New York Post,Chilling photo shows how close Hezbollah could have come to killing Netanyahu – cracking his bedroom window,"Hezbollah got shockingly close in its attempt to kill Israeli Prime Minister Benjamin Netanyahu, with their explosive drone cracking his bedroom window, according to a chilling image of the aftermath.",A chilling photo shows how close Hezbollah could have come to killing Israeli Prime Minister Benjamin Netanyahu — with an explosive drone cracking his bedroom window.  The Israeli military allowed lo… [+2358 chars],https://nypost.com/2024/10/22/world-news/photo-shows-how-close-hezbollah-could-have-come-to-killing-netanyahu/,
New York Post,International court prosecutor who charged Netanyahu accused of sexual misconduct by aide,Court officials have said they may have been made as part of an Israeli intelligence smear campaign.,"As the International Criminal Courts top prosecutor sought war crimes charges this year against Israeli Prime Minister Benjamin Netanyahu over actions in Gaza, he was engulfed in a very different per… [+12221 chars]",https://nypost.com/2024/10/25/world-news/international-court-prosecutor-karim-khan-who-charged-netanyahu-faces-sexual-misconduct-accusation/,
The Jerusalem Post,Netanyahu must put his ministers in order to successfully make a 'day after' plan,Netanyahu must put his house in order and instruct the MKs in his party and the ministers in his coalition to wait with these ambiguous statements regarding settlements.,"With more than 100 hostages still unaccounted for in Gaza and Israel a year deep into the war in Gaza as well as now also being entrenched in Lebanon, 500 activists gathered near Kibbutz Be’eri close… [+4174 chars]",https://www.jpost.com/opinion/article-825763,
Omny.fm,Israel's Next Move After Attempt on Netanyahu; Stocks at Record,"On today's podcast: 1) Israel Hones Plans to Attack Iran After Attempt on Netanyahu 2) Stocks Pause Gains With Focus on Busy Results Week 3) Treasury 10-Year Yields May Hit 5% in Six Months, T. Rowe Says See omnystudio.com/listener for privacy information.","On today's podcast:  1) Israel Hones Plans to Attack Iran After Attempt on Netanyahu  2) Stocks Pause Gains With Focus on Busy Results Week  3) Treasury 10-Year Yields May Hit 5% in Six Months, T. Ro… [+6 chars]",https://omny.fm/shows/bloomberg-daybreak/israels-next-move-after-attempt-on-netanyahu-stock,
The Jerusalem Post,"Netanyahu said he wouldn't listen to Biden, Trump announces at Penn. rally",The reason Israel is in such a strong position is Prime Minister Benjamin Netanyahu's refusal to listen to Pre,"The reason Israel is in such a strong position is Prime Minister Benjamin Netanyahu's refusal to listen to President Joe Biden, President Donald Trump said at a rally in Pennsylvania on Saturday nigh… [+534 chars]",https://www.jpost.com/breaking-news/article-825263,
The Jerusalem Post,"Netanyahu told Trump Israel will make decisions based on its interests, his office says","Israeli Prime Minister Benjamin Netanyahu spoke with former US President Donald Trump, the prime minister's office said on Sunday.""Prime Minister Netanyahu reiterated what he has also said publicly: Israel takes into account the issues the US administration r…","Israeli Prime Minister Benjamin Netanyahu spoke with former US President Donald Trump, the prime minister's office said on Sunday.  ""Prime Minister Netanyahu reiterated what he has also said publicly… [+150 chars]",https://www.jpost.com/breaking-news/article-825324,
The Jerusalem Post,"Netanyahu told Trump Israel will make decisions based on its interests, PM's office says","Israeli Prime Minister Benjamin Netanyahu spoke with former US President Donald Trump, the prime minister's of","Israeli Prime Minister Benjamin Netanyahu spoke with former US President Donald Trump, the prime minister's office said on Sunday.  ""Prime Minister Netanyahu reiterated what he has also said publicly… [+511 chars]",https://www.jpost.com/breaking-news/article-825367,
Financial Post,Blinken and Netanyahu Agree Sinwar’s Death Opens Possibilities,The US’s top diplomat and Israel’s Prime Minister Benjamin Netanyahu agreed Tuesday that the killing of Hamas leader Yahya Sinwar opens new possibilities for ending the conflict in the Gaza Strip but gave no indication that a 2 1/2-hour meeting yielded an acc…,The USs top diplomat and Israels Prime Minister Benjamin Netanyahu agreed Tuesday that the killing of Hamas leader Yahya Sinwar opens new possibilities for ending the conflict in the Gaza Strip but g… [+7431 chars],https://financialpost.com/pmn/business-pmn/blinken-and-netanyahu-agree-sinwars-death-opens-possibilities,
Biztoc.com,Antony Blinken arrives in Israel for talks with Benjamin Netanyahu,"Antony Blinken arrives in Israel for talks with Benjamin Netanyahu Financial Times HSBC merges commercial, investment banking units, names first female CFO Reuters HSBC names first female chief financial officer, unveils a major overhaul CNN HSBC chief George…","Antony Blinken arrives in Israel for talks with Benjamin Netanyahu Financial TimesHSBC merges commercial, investment banking units, names first female CFO ReutersHSBC names first female chief financi… [+152 chars]",https://biztoc.com/x/2a144ccf7b43ce6e,
Biztoc.com,Israel hones plans to attack Iran after attempt on Netanyahu,"“There is no doubt that another red line has been crossed here,” Foreign Minister Israel Katz said. “We must defeat Iran’s ability to pose a threat.” Read More","There is no doubt that another red line has been crossed here, Foreign Minister Israel Katz said. We must defeat Irans ability to pose a threat. Read More  This story appeared on fortune.com, 2024-10… [+12 chars]",https://biztoc.com/x/583f27e6b2add699,
Biztoc.com,War Crimes Prosecutor Who Charged Netanyahu Accused of Sexual Misconduct,"The chief prosecutor who pursued war crimes charges against Israeli Prime Minister Benjamin Netanyahu has been accused of sexual misconduct. Karim Khan has denied the allegations, calling them ""completely false."" International Criminal Court (ICC) officials h…","The chief prosecutor who pursued war crimes charges against Israeli Prime Minister Benjamin Netanyahu has been accused of sexual misconduct.Karim Khan has denied the allegations, calling them ""comple… [+145 chars]",https://biztoc.com/x/4668430adb9d92d6,
Financial Post,Israel Hones Plans to Attack Iran After Attempt on Netanyahu,"A day after a Hezbollah drone penetrated Israel’s air defenses and exploded next to the private home of Prime Minister Benjamin Netanyahu, he held a series of meetings with top security aides to discuss the next attack on Iran.","A day after a Hezbollah drone penetrated Israels air defenses and exploded next to the private home of Prime Minister Benjamin Netanyahu, he held a series of meetings with top security aides to discu… [+7528 chars]",https://financialpost.com/pmn/business-pmn/israel-hones-plans-to-attack-iran-after-attempt-on-netanyahu,
Digital Journal,Trump boasts of near daily conversations with Netanyahu,"Donald Trump boasted on Wednesday of almost daily conversations with Benjamin Netanyahu, saying that he has a very good relationship with the Israeli prime minister. Trump has previously cast himself as Israel’s “protector” and said Netanyahu’s government mus…",Donald Trump reported regular conversations with Israeli Prime Minister Benjamin Netanyahu - Copyright AFP William WEST  Donald Trump boasted on Wednesday of almost daily conversations with Benjamin … [+1009 chars],https://www.digitaljournal.com/world/trump-boasts-of-near-daily-conversations-with-netanyahu/article,
Biztoc.com,Blinken to hold talks with Netanyahu in Israel,Biden administration tries to revive stalled talks to end war in Gaza,"Biden administration tries to revive stalled talks to end war in Gaza  This story appeared on ft.com, 2024-10-22 06:07:41.",https://biztoc.com/x/fa77bcdad0a1535f,
NDTV News,"Israel Hits Beirut, Gaza After ""Assassination"" Attempt On Netanyahu",Israel on Saturday said it hit Iran-backed group Hezbollah&#039;s arms facilities in Beirut and &quot;Hamas terror target&quot; in Gaza after a drone was launched towards Prime Minister Benjamin Netanyahu&#039;s residence.,"Israel on Saturday said it hit Iran-backed group Hezbollah's arms facilities in Beirut and ""Hamas terror target"" in Gaza after a drone was launched towards Prime Minister Benjamin Netanyahu's residen… [+1505 chars]",https://www.ndtv.com/world-news/israel-hits-beirut-gaza-after-assassination-attempt-on-benjamin-netanyahu-by-iran-backed-hezbollah-6829326,
Investing.com,War crimes court replaces judge in Netanyahu arrest case on health grounds,War crimes court replaces judge in Netanyahu arrest case on health grounds,By Stephanie van den Berg  THE HAGUE (Reuters) -The International Criminal Court (ICC) said on Friday it had replaced one of the judges deciding on a prosecution request for an arrest warrant for Isr… [+926 chars],https://www.investing.com/news/world-news/war-crimes-court-replaces-judge-in-netanyahu-arrest-case-on-health-grounds-3683929,
Investing.com,"Netanyahu told Trump Israel will make decisions based on its interests, his office says","Netanyahu told Trump Israel will make decisions based on its interests, his office says","JERUSALEM (Reuters) - Israeli Prime Minister Benjamin Netanyahu spoke with former U.S. President Donald Trump, the prime minister's office said on Sunday.  ""Prime Minister Netanyahu reiterated what h… [+176 chars]",https://www.investing.com/news/world-news/netanyahu-told-trump-israel-will-make-decisions-based-on-its-interests-his-office-says-3671901,
Investing.com,Exclusive-Top UN officials to Netanyahu: Help us ease civilian suffering,Exclusive-Top UN officials to Netanyahu: Help us ease civilian suffering,By Michelle Nichols  NEW YORK (Reuters) - The heads of the United Nations World Food Programme and U.N. children's agency UNICEF have privately appealed to Israeli Prime Minister Benjamin Netanyahu f… [+4722 chars],https://www.investing.com/news/world-news/exclusivetop-un-officials-to-netanyahu-help-us-ease-civilian-suffering-3673820,
Biztoc.com,Blinken Seeks To 'Temper' Coming Strike On Iran In 2-Hour Meeting With Netanyahu,"Blinken Seeks To 'Temper' Coming Strike On Iran In 2-Hour Meeting With Netanyahu   US Secretary of State Antony Blinken is in Israel on Tuesday for what is his 11th visit to the region since the start of the Gaza war. He's expected to later travel to Jordan, …",Blinken Seeks To 'Temper' Coming Strike On Iran In 2-Hour Meeting With Netanyahu  US Secretary of State Antony Blinken is in Israel on Tuesday for what is his 11th visit to the region since the start… [+145 chars],https://biztoc.com/x/914dcbd5d7cb866c,
NDTV News,Israel Hits Hezbollah Intelligence HQ After Drone Launched At Netanyahu Home,The strikes on Hezbollah&#039;s south Beirut stronghold came after Benjamin Netanyahu accused the Iran-backed group of attempting to assassinate him by targeting his residence.,"Fighting raged on two fronts Sunday as Israel targeted what it said was a Hezbollah ""command centre"" in the Lebanese capital, while in Gaza rescuers reported 73 people killed in a single air strike. … [+5074 chars]",https://www.ndtv.com/world-news/israel-hits-hezbollah-intelligence-hq-hamas-in-gaza-after-drone-launched-at-benjamin-netanyahu-home-6831469,
The Jerusalem Post,Top UN officials to Netanyahu: Help us ease civilian suffering,"UN chiefs urgently appeal to Netanyahu for humanitarian aid in Gaza, citing critical shortages and potential famine amid ongoing conflict.","The heads of the United Nations World Food Programme and UN children's agency UNICEF have privately appealed to Israeli Prime Minister Benjamin Netanyahu for help ""alleviating the suffering of countl… [+4492 chars]",https://www.jpost.com/israel-news/article-825566,
The Jerusalem Post,Netanyahu to Blinken: Assassination attempt against me can’t be ignored,The two men discussed Israel’s expected retaliatory strike against Iran’s ballistic missile attack on the Jewish state on October 1.,"Iran and Hezbollah’s assassination attempt can’t be disregarded, Prime Minister Benjamin Netanyahu told US Secretary of State Antony Blinken when the two men met in Jerusalem.  “This is an issue of d… [+2799 chars]",https://www.jpost.com/breaking-news/article-825734,
The Jerusalem Post,"Netanyahu, Blinken discuss Gaza's future, hostage deal in Jerusalem","“The two sides discussed the issue of the governing framework in Gaza on the day after the war,” the Prime Minister’s Office said.",The governance of Gaza the day after the war and the potential for a hostage deal were among the topics raised during Prime Minister Benjamin Netanyahu's meeting with US Secretary of State Antony Bli… [+4302 chars],https://www.jpost.com/israel-news/article-825754,
The Times of India,Netanyahu says Iran-backed Hezbollah tried to kill him,"Israel's Prime Minister Benjamin Netanyahu on Saturday accused Iran-backed Hezbollah of trying to assassinate him, with the Middle East already on edge after Israel had vowed retaliation for an Iranian missile barrage. Hamas ally Hezbollah has vowed to intens…","Israel's Prime Minister Benjamin Netanyahu on Saturday accused Iran-backed Hezbollah of trying to assassinate him, with the Middle East already on edge after Israel had vowed retaliation for an Irani… [+6436 chars]",https://economictimes.indiatimes.com/news/international/world-news/netanyahu-says-iran-backed-hezbollah-tried-to-kill-him/articleshow/114387985.cms,
The Times of India,"Grave mistake: Netanyahu warns Iran, Hezbollah after ""assassination"" attempt","Israeli Prime Minister Benjamin Netanyahu has vowed to continue operations against terrorists following an attempted drone attack on his residence by Hezbollah. He warned Iran and emphasized that those who harm Israeli citizens will face severe consequences, …","Warning Iran's ""proxy"" Hezbollah for the ""grave mistake"" after a drone from Lebanon targeted his private residence, Prime Minister Benjamin Netanyahu said the ""assassination"" attempt will not deter h… [+1861 chars]",https://economictimes.indiatimes.com/news/defence/grave-mistake-netanyahu-warns-iran-hezbollah-after-assassination-attempt/articleshow/114387467.cms,
The Jerusalem Post,ICC replaces on health grounds judge mulling request for Netanyahu arrest warrant,"The president of the ICC said the presiding judge in the case, Romanian magistrate Iulia Motoc, had asked to be replaced on health grounds on Friday.",The International Criminal Court (ICC) on Friday announced it would replace on health grounds one of the judges deciding on a prosecution request to issue an arrest warrant for Israeli Prime Minister… [+895 chars],https://www.jpost.com/breaking-news/article-826093,
The Jerusalem Post,"Civilian probe gives Netanyahu, Gallant, Bennett, and Gantz final chance to testify",All four have declined to testify before the probe.,"The unofficial civilian probe of the events leading up to October 7 sent a warning Tuesday to Prime Minister Benjamin Netanyahu, Defense Minister Yoav Gallant, former prime minister Naftali Bennett, … [+3355 chars]",https://www.jpost.com/israel-news/politics-and-diplomacy/article-825676,
The Jerusalem Post,"Gantz to back Knesset bills against UNRWA, as Netanyahu may block them","“UNRWA chose to make itself an inseparable component of Hamas’ mechanism - and now is the time to detach ourselves entirely from it,” Gantz said Tuesday.","National Unity Party chairman Benny Gantz called for the passage of two Knesset bills that would shut down the United Nations Relief and Works Agency’s operation in Gaza, the West Bank, and east Jeru… [+6244 chars]",https://www.jpost.com/israel-news/article-825740,
The Times of India,Diplomatic recklessness: Did Trump commit a federal crime by calling up Israeli PM Benjamin Netanyahu? Here's all you need to know,"US Presidential Elections 2024 are really close and the main polling is scheduled to be held on November 5 which will eventually determine the upcoming geopolitical aspect of US. Recently, former US President Donald Trump asserted that he had a conversation w…","Artificial Intelligence(AI)  AI and Analytics based Business Strategy  By - Tanusree De, Managing Director- Accenture Technology Lead, Trustworthy AI Center of Excellence: ATCI  View Program",https://economictimes.indiatimes.com/news/international/us/diplomatic-recklessness-did-trump-commit-a-federal-crime-by-calling-up-israeli-pm-benjamin-netanyahu-heres-all-you-need-to-know/articleshow/114472548.cms,
Freerepublic.com,BREAKING: Sinwar Eliminated & Attempted Assassination of Netanyahu | TBN Israel (VIDEO),"TBN Israel's Yair Pinto reports on the Israel-Hamas & Hezbollah War. Israelis are celebrating the elimination of Yahya Sinwar, Hamas' overall leader and mastermind behind the October 7th massacre. Prime Minister Netanyahu declares this as the ""beginning of th…","Skip to comments.  BREAKING: Sinwar Eliminated &amp; Attempted Assassination of Netanyahu | TBN Israel (VIDEO)TBN Israel YouTube Channel ^   | Oct 20, 2024 - 1 hour ago (as of this posting)   | TBN I… [+2686 chars]",https://freerepublic.com/focus/f-religion/4272271/posts,
Freerepublic.com,Triple saturation: Hezbollah's new tactic behind attack on Netanyahu residence,"Hezbollah is entering a ""new and advanced phase of confrontation"" with Israel, the Lebanese news agency Nour News, affiliated with the terrorist group, announced Friday. The escalation became evident overnight, particularly after a drone strike targeting the …",Skip to comments.  Triple saturation: Hezbollah's new tactic behind attack on Netanyahu residenceYnet ^   | 10/19/24   | Ron Ben Yeshai  Posted on 10/21/2024 5:25:55 AM PDT by hardspunned  Hezbollah … [+2572 chars],https://freerepublic.com/focus/f-news/4272286/posts,
