category,source,title,description,content,url,publishedAt
,EURACTIV,"Netanyahu sacks defence minister, jolting Israeli politics as war grinds on","After Yoav Gallant was fired, protesters in Israel blocked highways and lit bonfires on roads, police said.","File photo. Israel's Prime Minister Benjamin Netanyahu (L) and Defense Minister Yoav Gallant (R) address a press conference at Kirya military base in Tel Aviv, Israel, 28 October 2023. [EPA-EFE/ABIR … [+13 chars]",https://www.euractiv.com/section/global-europe/news/netanyahu-sacks-defence-minister-jolting-israeli-politics-as-war-grinds-on/,
,Biztoc.com,"Netanyahu sacks defence minister, jolting Israeli politics as war grinds on","After Yoav Gallant was fired, protesters in Israel blocked highways and lit bonfires on roads, police said.","After Yoav Gallant was fired, protesters in Israel blocked highways and lit bonfires on roads, police said.  This story appeared on euractiv.com, 2024-11-06 04:34:12.",https://biztoc.com/x/b6240b890a8c9efe,
,Biztoc.com,"Ukraine's Zelenskyy, Benjamin Netanyahu And Other Key World Leaders Congratulate Donald Trump On Election Victory","Global leaders have begun extending their congratulations to Donald Trump following his anticipated victory in the U.S. presidential election. This comes after a closely-watched contest where Trump emerged victorious over Democrat rival Kamala Harris, as decl…",Global leaders have begun extending their congratulations to Donald Trump following his anticipated victory in the U.S. presidential election. This comes after a closely-watched contest where Trump e… [+140 chars],https://biztoc.com/x/8504acdaa10a2835,
,Freerepublic.com,Netanyahu congratulates Trump: 'Recommitment to the great alliance between Israel and US'.,Israeli Prime Minister Benjamin Netanyahu congratulated US President-Elect Donald Trump on his apparent victory in the elections.,"Skip to comments.  Netanyahu congratulates Trump: 'Recommitment to the great alliance between Israel and US'.INN ^   | Nov 6, 2024  Posted on 11/06/2024 12:30:02 AM PST by Freeleesy  Israeli Prime Mi… [+4324 chars]",https://freerepublic.com/focus/f-news/4276105/posts,
,Haaretz,Gallant is fourth defense minister to be fired or resign over disputes with Netanyahu,"Yitzhak Mordechai, Moshe Ya'alon and Avigdor Lieberman all served as defense ministers in Netanyahu governments between the late 90s and 2018. Each has their own disagreements with the prime minister, and didn't see the end of their terms","In Benjamin Netanyahu's first term as prime minister, beginning in 1996, he fired Defense Minister Yitzhak Mordechai. ""He who betrays the principles of the voters who elected him is not worthy of bei… [+151 chars]",https://www.haaretz.com/israel-news/2024-11-06/ty-article/.premium/gallant-is-fourth-defense-minister-to-be-fired-or-resign-over-disputes-with-netanyahu/00000192-ff85-d2ff-af9f-ffa746ad0000,
,Haaretz,Forty arrested in Tel Aviv protests after Netanyahu fires Defense Minister Gallant,"LEBANON: IDF attacks Hezbollah storage facilities in Syria ■ IRAN: Tehran would respond to Israel's strike in a 'measured' way, Iran's FM says ■ GAZA: Hamas-run Health Ministry says at least 1,800 Palestinians killed in northern Strip in past weeks ■ HOSTAGE …","Nov 6, 2024Updated: 07:11 a.m. ISTLIVE  LEBANON: IDF attacks Hezbollah storage facilities in Syria IRAN: Tehran would respond to Israel's strike in a 'measured' way, Iran's FM says GAZA: Hamas-run He… [+534 chars]",https://www.haaretz.com/israel-news/2024-11-06/ty-article-live/.premium/forty-arrested-in-tel-aviv-protests-after-netanyahu-fires-defense-minister-gallant/00000192-ff9f-d2aa-adff-ffdf89ac0000,
,Variety,"Volodymyr Zelenskyy, Benjamin Netanyahu, Keir Starmer and More World Leaders Rush to Congratulate Donald Trump: ‘History’s Greatest Comeback’","News of Donald Trump’s apparent victory in the U.S. presidential election rapidly reverberated around the world early Wednesday, with leaders of different stripes wasting no time in congratulating him. Among the first to trumpet their support on social media …","News of Donald Trump’s apparent victory in the U.S. presidential election rapidly reverberated around the world early Wednesday, with leaders of different stripes wasting no time in congratulating hi… [+2257 chars]",https://variety.com/2024/politics/global/zelenskyy-netanyahu-congratulate-donald-trump-election-1236202360/,
,NPR,"Netanyahu could take steps to end wars after Trump's win, Middle East officials say",Officials throughout the Middle East welcomed Donald Trump’s victory — amid anticipation and anxiety across the region over how he could change the course of the wars raging from Gaza to Lebanon and beyond.,"TEL AVIV, Israel Congratulations on historys greatest comeback! Israeli Prime Minister Benjamin Netanyahu tweeted.  Officials throughout the Middle East welcomed Donald Trumps victory amid anticipati… [+2219 chars]",https://www.npr.org/2024/11/06/g-s1-33019/netanyahu-could-take-steps-to-end-wars-with-trumps-win-middle-east-officials-say,
,Al Jazeera English,Israel’s wartime row: What’s behind the rift between Netanyahu and Gallant?,The prime minister has sacked his defiant defence minister in an attempt to settle a schism at the pinnacle of power.,"As Americans cast their votes in a monumental presidential election, Israeli Prime Minister Benjamin Netanyahu quietly ousted Defence Minister Yoav Gallant.  The two figures shared an openly divisive… [+5441 chars]",https://www.aljazeera.com/news/2024/11/6/israels-wartime-row-whats-behind-the-rift-between-netanyahu-and-gallant,
,CBC News,"Netanyahu wanted a Trump victory, and got it. What will it mean for the war?","In congratulating Donald Trump for his ""huge"" election victory, Israeli Prime Minister Benjamin Netanyahu's social media posts were full of excitement. Netanyahu has reason to be pleased. Now, he sees the man he once called ""Israel's best friend"" returning to…","In congratulating Donald Trump for his ""huge"" election victory, Israeli Prime Minister Benjamin Netanyahu's social media  posts   were full of excitement.   Calling it ""history's greatest comeback!"",… [+9087 chars]",https://www.cbc.ca/news/world/israel-trump-1.7375519,
,Biztoc.com,Netanyahu Wanted Trump Back. But the Middle East Has Changed Since 2016,"The region looks different than when Donald Trump first took office, and so does Trump’s inner circle.","The region looks different than when Donald Trump first took office, and so does Trumps inner circle.  This story appeared on wsj.com, 2024-11-07 16:25:00.",https://biztoc.com/x/a3b2dd29bf71afee,
,CBS News,"Netanyahu calls Trump's win a ""huge victory""","Leaders around the world reacted to former President Donald Trump winning the U.S. presidency again. Israeli Prime Minister Benjamin Netanyahu called it a ""huge victory"" and his office said the two spoke for 20 minutes on Wednesday. CBS News senior foreign co…","Watch CBS News  Copyright ©2024 CBS Interactive Inc. All rights reserved.  Get browser notifications for breaking news, live events, and exclusive reporting.  Not NowTurn On",https://www.cbsnews.com/video/netanyahu-calls-trumps-win-huge-victory/,
,CBS News,"Netanyahu congratulates Trump on his ""huge victory""","Israeli Prime Minister Benjamin Netanyahu was effusive in his praise for President-elect Donald Trump's election win, calling it ""history's greatest comeback."" Holly Williams reports from Tel Aviv.","Watch CBS News  Copyright ©2024 CBS Interactive Inc. All rights reserved.  Get browser notifications for breaking news, live events, and exclusive reporting.  Not NowTurn On",https://www.cbsnews.com/video/netanyahu-congratulates-trump-on-his-huge-victory/,
,CBS News,"Netanyahu, world leaders react to Trump's win",Israeli Prime Minister Benjamin Netanyahu and other world leaders are reacting to former President Donald Trump's 2024 presidential election win. CBS News' Holly Williams reports.,"Watch CBS News  Copyright ©2024 CBS Interactive Inc. All rights reserved.  Get browser notifications for breaking news, live events, and exclusive reporting.  Not NowTurn On",https://www.cbsnews.com/video/netanyahu-world-leaders-react-to-trumps-win/,
,MSNBC,Benjamin Netanyahu won the U.S. presidential election,There is an assumption that Donald Trump will be more patient with Benjamin Netanyahu than Kamala Harris would have been.,"Israeli Prime Minister Benjamin Netanyahu, whose leadership credentials, judgment and popularity have taken a big hit since Hamas Oct. 7, 2023, attacks on Israel and the subsequent wars in Gaza and L… [+7022 chars]",https://www.msnbc.com/opinion/msnbc-opinion/netanyahu-trump-election-win-israel-gaza-rcna178956,
,CBS News,What we know about Trump's call with Netanyahu after 2024 election win,More details are emerging about former President Donald Trump's call with Israeli Prime Minister Benjamin Netanyahu after the 2024 election. This comes as world leaders connect with the president-elect after he won the race against Vice President Kamala Harri…,"Watch CBS News  Copyright ©2024 CBS Interactive Inc. All rights reserved.  Get browser notifications for breaking news, live events, and exclusive reporting.  Not NowTurn On",https://www.cbsnews.com/video/what-we-know-about-trumps-call-with-netanyahu-after-2024-election-win/,
,VOA News,Netanyahu sparks uproar by firing popular defense minister,"Jerusalem — Israeli Prime Minister Benjamin Netanyahu fired Defense Minister Yoav Gallant on Tuesday, sparking protests around Israel. Some say the move could endanger the country’s security, as Israel continues to fight in both Gaza and Lebanon.      After P…","Jerusalem  Israeli Prime Minister Benjamin Netanyahu fired Defense Minister Yoav Gallant on Tuesday, sparking protests around Israel. Some say the move could endanger the countrys security, as Israel… [+2205 chars]",https://www.voanews.com/a/netanyahu-sparks-uproar-by-firing-popular-defense-minister/7854043.html,
,Naturalnews.com,Mass protests in Israel after Netanyahu fires his defense minister in desperate bid to hold onto power,Israelis are protesting following the news that Prime Minister Benjamin Netanyahu has fired Defense Minister Yoav Gallant as the country’s political and military unity continue to deteriorate. Netanyahu said that his trust in the defense minister “eroded” in …,Israelis are protesting following the news that Prime Minister Benjamin Netanyahu has fired Defense Minister Yoav Gallant as the countrys political and military unity continue to deteriorate.  Netany… [+3733 chars],https://www.naturalnews.com/2024-11-07-protests-israel-netanyahu-fires-defense-minister.html,
,Wnd.com,‘History’s greatest comeback’: Israel’s Netanyahu and Herzog congratulate Trump,"Israel's Prime Minister Benjamin Netanyahu extended his and his wife, Sara's, congratulations to President Donald Trump and his wife, Melania, on what looks like a successful reelection bid in Tuesday's presidential race.","JERUSALEM Israel’s Prime Minister Benjamin Netanyahu extended his and his wife, Sara’s, congratulations to President Donald Trump and his wife, Melania, on what looks like a successful reelection bid… [+2011 chars]",https://www.wnd.com/2024/11/historys-greatest-comeback-israels-netanyahu-and-herzog-congratulate-trump/,
,Longwarjournal.org,Israeli Prime Minister Netanyahu removes Defense Minister Gallant,"Israeli Prime Minister Benjamin Netanyahu removed Israeli Defense Minister Yoav Gallant from office on November 5 after months of tension between the two men. The move comes as the Israel Defense Forces (IDF) continues to operate in Lebanon against Hezbollah,…","An IDF Humvee drives through areas of northern Gaza damaged in fighting over the last year. (Seth J. Frantzman, LWJ photo)  Israeli Prime Minister Benjamin Netanyahu removed Israeli Defense Minister … [+5374 chars]",https://www.longwarjournal.org/archives/2024/11/israeli-prime-minister-netanyahu-removes-defense-minister-gallant.php,
,Mediaite,Bernie Sanders Torches Dems for ‘Abandoning Working Class People’ and ‘Funding Extremist Netanyahu’ in Brutal Statement On Trump Win,U.S. Sen. Bernie Sanders (D-VT) released a scathing statement blaming the Democrats for losing to Donald Trump for a second time. The post Bernie Sanders Torches Dems for ‘Abandoning Working Class People’ and ‘Funding Extremist Netanyahu’ in Brutal Statement …,AP Photo/Manuel Balce Ceneta  Sen. Bernie Sanders (I-VT) released a scathing statement blaming the Democrats for losing to Donald Trump for a second time.  Trump on Wednesday was declared the winner … [+3329 chars],https://www.mediaite.com/election-2024/bernie-sanders-torches-dems-for-abandoning-working-class-people-and-funding-extremist-netanyahu-in-brutal-statement-after-trump-election-win/,
,Common Dreams,"From Netanyahu to Orbán, Global Far-Right Figures Celebrate Trump Win","Current and former far-right leaders around the world cheered U.S. President-elect Donald Trump's remarkable victory in Tuesday's election, in which the twice-impeached, 34-count convicted felon, self- and court-affirmed sexual assaulter, and insurrection-fom…","Current and former far-right leaders around the world cheered U.S. President-elect Donald Trump's remarkable victory in Tuesday's election, in which the twice-impeached, 34-count convicted felon, sel… [+3146 chars]",https://www.commondreams.org/news/trump-global-fascism,
,Mediaite,NBC’s Richard Engle Says Netanyahu Is Having His ‘Best Day’ In a ‘Year’ With Trump Win: ‘Regime Change In Iran’ On the Table,"""He believes that Donald Trump is going to, you know, help take him there. It's a vision of the Middle East in which Iran is significantly diminished. Maybe regime change in Iran” The post NBC’s Richard Engle Says Netanyahu Is Having His ‘Best Day’ In a ‘Year…",NBCs chief foreign affairs correspondent Richard Engle joined MSNBC on Wednesday to discuss what President-elect Donald Trumps foreign policy might look like in a second term.  Embracing Vladimir Put… [+4130 chars],https://www.mediaite.com/tv/nbcs-richard-engle-says-netanyahu-is-having-his-best-day-in-a-year-with-trump-win-regime-change-in-iran-on-the-table/,
,Biztoc.com,"Netanyahu, Trump discuss Iran, agree to cooperate","Israeli Prime Minister Benjamin Netanyahu and United States President-elect Donald Trump discussed the Iranian ""threat"" and agreed to work together for ""Israel's security,"" Netanyahu's office said on ...","Israeli Prime Minister Benjamin Netanyahu and United States President-elect Donald Trump discussed the Iranian ""threat"" and agreed to work together for ""Israel's security,"" Netanyahu's office said on… [+69 chars]",https://biztoc.com/x/6e7fa42e27dd88c3,
,Biztoc.com,Israeli politics: Binyamin Netanyahu fires his defence minister,"Binyamin Netanyahu fires his defence minister The Israeli prime minister stamps his authority on his government Over the past year the two men leading Israel’s war effort could barely hide their contempt for each other. So when Binyamin Netanyahu, Israel’s pr…",Binyamin Netanyahu fires his defence ministerThe Israeli prime minister stamps his authority on his governmentOver the past year the two men leading Israels war effort could barely hide their contemp… [+141 chars],https://biztoc.com/x/e349116c8a5d7c5b,
,Biztoc.com,Netanyahu Replaces Fired Israeli Defense Minister With ‘Another Genocidal Lunatic’,"Israel's new defense minister, Israel Katz, is even more bloody-minded than the one Netanyahu sacked.","Israel's new defense minister, Israel Katz, is even more bloody-minded than the one Netanyahu sacked.  This story appeared on nakedcapitalism.com, 2024-11-06 14:55:40.",https://biztoc.com/x/a303377ec5bc0bbb,
,Antiwar.com,Conflicts of Interest: Netanyahu and Zelensky Prepare For Trump’s Return,"On COI #707, Kyle Anzalone discusses the latest news on Trump’s reelection. Subscribe on YouTube and audio-only.","On COI #707, Kyle Anzalone discusses the latest news on Trump’s reelection.  Subscribe on YouTube and audio-only.",https://www.antiwar.com/blog/2024/11/07/conflicts-of-interest-netanyahu-and-zelensky-prepare-for-trumps-return/,
,Biztoc.com,"In One Day, Two of the Biggest Brakes on Israel's Netanyahu Disappeared","The Israeli prime minister is expecting a freer hand from Washington as it pursues conflicts in Gaza, Lebanon and with Iran.","The Israeli prime minister is expecting a freer hand from Washington as it pursues conflicts in Gaza, Lebanon and with Iran.  This story appeared on wsj.com, 2024-11-06 12:06:00.",https://biztoc.com/x/3e3e04e5c7fbe772,
,Biztoc.com,"Netanyahu told US no plans for more security firings, report says","Israeli Prime Minister Benjamin Netanyahu assured US President Joe Biden's administration that he does not intend to pursue further dismissals of key military and security leaders, despite recently fi...","Israeli Prime Minister Benjamin Netanyahu assured US President Joe Biden's administration that he does not intend to pursue further dismissals of key military and security leaders, despite recently f… [+69 chars]",https://biztoc.com/x/03bfbc376298c4a6,
,Freerepublic.com,Israel's Netanyahu shows who calls the shots with Gallant sacking,"We’ve known for months that there is no love lost between Israeli Prime Minister Benjamin Netanyahu and his now former Defence Minister, Yoav Gallant. But this year, there have been reports of stand-up rows and shouting matches between the two men over Israel…","Skip to comments.  Israel's Netanyahu shows who calls the shots with Gallant sackingBBC ^   | November 6th, 2024   | Jon Donnison  Posted on 11/06/2024 1:26:18 PM PST by Ultra Sonic 007  Weve known f… [+3448 chars]",https://freerepublic.com/focus/f-news/4276365/posts,
,Haaretz,Israeli ministers to discuss independent intelligence review body under Netanyahu,"According to the bill, the body will be tasked with providing alternative intelligence assessments before making any security-related decisions and will report directly to the prime minister","According to the bill, the body will be tasked with providing alternative intelligence assessments before making any security-related decisions and will report directly to the prime minister",https://www.haaretz.com/israel-news/2024-11-07/ty-article/.premium/israeli-ministers-to-discuss-independent-intelligence-review-body-under-netanyahu/00000193-0711-de12-adbb-8777eab80000,
,Haaretz,What Democrats can learn from Israel's anti-Netanyahu opposition,"Democrats will be forced to undergo a reckoning, particularly after the Harris campaign so clearly prioritized engaging center-right voters instead of tacking out a truly progressive vision","WASHINGTON Donald Trump will be the next president of the United States. As close as the polls have been over the past several months, the apparent resounding nature of his victory winning the popula… [+96 chars]",https://www.haaretz.com/israel-news/haaretz-today/2024-11-06/ty-article/.highlight/what-democrats-can-learn-from-israels-anti-netanyahu-opposition/00000193-0293-d245-a9f7-2bff59a00000,
,Haaretz,Israel's top comedy show features sketch of Netanyahu asking public to forget his mistakes,"The show's season opener struck an uncharacteristically serious tone, with three sketches that were intended to make the audience think rather than laugh","Israel's satire show in the style of Saturday Night Live, Eretz Nehederet, returned for its 22nd season on Wednesday night with a sketch featuring Prime Minister Benjamin Netanyahu urging the Israeli… [+30 chars]",https://www.haaretz.com/israel-news/2024-11-07/ty-article/.premium/israels-top-comedy-show-features-sketch-of-netanyahu-asking-public-to-forget-his-mistakes/00000193-06fd-d8ad-a3ff-3efff1050000,
,Haaretz,Former army chief Moshe Ya'alon calls for civil disobedience to protest Netanyahu government,Rallies held across Israel to protest dismissal of Defense Minister Yoav Gallant and to call for a deal for the release of the hostages,"Former IDF chief and defense minister Moshe Ya'alon called for Israelis to expand their protests against the government of Prime Minister Benjamin Netanyahu ""to the point of civil disobedience and no… [+20 chars]",https://www.haaretz.com/israel-news/2024-11-07/ty-article/.premium/former-army-chief-moshe-yaalon-calls-for-civil-disobedience-to-protest-netanyahu-govt/00000193-03ed-de2c-a3bf-bffddf3f0000,
,Haaretz,"Following Gallant's firing, U.S. officials fear they've lost their Netanyahu gov't liaison","The clearest criticism has come from the Biden administration, for which the former defense minister was a natural point person. Others say they are concerned about the Israel now implementing a plan to starve civilians in north Gaza to drive them south","The clearest criticism has come from the Biden administration, for which the former defense minister was a natural point person. Others say they are concerned about the Israel now implementing a plan… [+53 chars]",https://www.haaretz.com/israel-news/2024-11-06/ty-article/.premium/following-gallants-firing-u-s-officials-fear-theyve-lost-their-netanyahu-govt-liaison/00000193-01c3-de12-adbb-83f791e70000,
,Haaretz,"With Trump in and Gallant out, Netanyahu is left with few constraints","Trump's record on Israel is more mixed than people tend to recall. This means praise and flattery are somewhat premature. Trump will put his own interests first, and they won't necessarily always be aligned with the expectations of Netanyahu's coalition","Prime Minister Benjamin Netanyahu estimated, hoped and believed that this would be the outcome a sweeping victory for Donald Trump in the U.S. presidential election. The consequences are likely to be… [+405 chars]",https://www.haaretz.com/israel-news/2024-11-07/ty-article/.premium/with-trump-in-and-gallant-out-netanyahu-is-left-with-few-constraints/00000193-02a0-d384-adbf-d3bb62fd0000,
,Haaretz,Why Netanyahu fired his able defense minister as the Gaza war rages,Yoav Gallant has been offloaded for the benefit of the draft-dodging ultra-Orthodox in a bid to keep Netanyahu's government intact. It's a direct blow to the country's security that's terrifying us in a way we've never known,"We're days, maybe hours, before another attack by the Iranians, one that could be worse than the onslaught a month ago. We're days, maybe hours, before senior officials at the Prime Minister's Office… [+51 chars]",https://www.haaretz.com/israel-news/2024-11-06/ty-article/.premium/why-netanyahu-fired-his-defense-minister-as-the-gaza-war-rages/00000193-01bd-d245-a9f7-2bff96360000,
,Haaretz,Israeli hostage relatives: Firing of defense minister 'another attempt by Netanyahu to block deal',"'I can't understand how this step contributes in any way to bringing back the hostages and in general to restoring Israel's security,' says Jonathan Dekel-Chen, whose son Sagui remains in Gaza","Einav Zangauker, whose son Matan is held hostage in Gaza, announced Wednesday that she will set up a protest encampment outside Prime Minister Benjamin Netanyahu's private residence in Jerusalem foll… [+47 chars]",https://www.haaretz.com/israel-news/2024-11-06/ty-article/.premium/israeli-hostage-relatives-gallants-firing-another-attempt-by-netanyahu-to-block-deal/00000193-013d-d05a-aff7-3dfd7a1e0000,
,Haaretz,"With Gallant gone, Netanyahu reignites draft exemption, puts brakes on daycare bill","'It came as a complete surprise to us... Netanyahu understood that we were serious and that the coalition would break apart if the bill would not be raised, he disappeared for an hour and then announced the firing' a source within UTJ said. Despite renewed ef…","'It came as a complete surprise to us... Netanyahu understood that we were serious and that the coalition would break apart if the bill would not be raised, he disappeared for an hour and then announ… [+179 chars]",https://www.haaretz.com/israel-news/2024-11-06/ty-article/.premium/with-gallant-gone-netanyahu-reignites-draft-exemption-puts-brakes-on-daycare-bill/00000193-01ff-de2c-a3bf-bfffb5de0000,
,Haaretz,"Ousted Defense Chief Gallant: Israeli army achieved all Gaza objectives, Netanyahu alone decides on deal","Gallant urged the families of Israelis hostage in Gaza to continue pressuring the prime minister for a deal to release their loved ones, adding that there is no reason for Israel not to pursue an agreement","Fired Israeli Defense Minister Yoav Gallant told hostage families on Thursday that Prime Minister Benjamin Netanyahu's decision-making regarding a hostage deal ""is neither military nor political,"" an… [+99 chars]",https://www.haaretz.com/israel-news/2024-11-07/ty-article/.premium/ousted-dm-gallant-idf-achieved-all-gaza-objectives-netanyahu-alone-decides-on-deal/00000193-079b-dd35-a79f-6fbb2ab20000,
,Haaretz,"By firing Gallant, Netanyahu removed one obstacle, but ousting the AG and Shin Bet chief will be harder","As probes rock his office, it seems that Prime Minister Netanyahu is laying the groundwork for his next moves. While the High Court may side with the gatekeepers, it won't be able to stop the coup on its own","Analysis | As probes rock his office, it seems that Prime Minister Netanyahu is laying the groundwork for his next moves. While the High Court may side with the gatekeepers, it won't be able to stop … [+18 chars]",https://www.haaretz.com/israel-news/2024-11-07/ty-article/.premium/by-firing-gallant-pm-removed-one-obstacle-but-ousting-ag-shin-bet-chief-will-be-harder/00000193-07d1-de12-adbb-87f794160000,
,Fox News,Israeli PM Netanyahu calls President-elect Trump – here's what they spoke about,"Israeli Prime Minister Benjamin Netanyahu has spoken over the phone already with President-elect Donald Trump, discussing Israeli security and the Iranian threat.","Israeli Prime Minister Benjamin Netanyahu ""was among the first"" Wednesday to call President-elect Donald Trump, the world leaders office says.    ""The conversation was warm and cordial. The Prime Min… [+2528 chars]",https://www.foxnews.com/world/israeli-pm-netanyahu-calls-president-elect-trump-heres-what-spoke-about,
,CBS News,"Netanyahu calls Trump's win a ""huge victory""","Leaders around the world reacted to former President Donald Trump winning the U.S. presidency again. Israeli Prime Minister Benjamin Netanyahu called it a ""huge victory"" and his office said the two spoke for 20 minutes on Wednesday. CBS News senior foreign co…","Watch CBS News  Copyright ©2024 CBS Interactive Inc. All rights reserved.  Get browser notifications for breaking news, live events, and exclusive reporting.  Not NowTurn On",https://www.cbsnews.com/video/netanyahu-calls-trumps-win-huge-victory/,
,CBS News,"Netanyahu congratulates Trump on his ""huge victory""","Israeli Prime Minister Benjamin Netanyahu was effusive in his praise for President-elect Donald Trump's election win, calling it ""history's greatest comeback."" Holly Williams reports from Tel Aviv.","Watch CBS News  Copyright ©2024 CBS Interactive Inc. All rights reserved.  Get browser notifications for breaking news, live events, and exclusive reporting.  Not NowTurn On",https://www.cbsnews.com/video/netanyahu-congratulates-trump-on-his-huge-victory/,
,Naturalnews.com,Mass protests in Israel after Netanyahu fires his defense minister in desperate bid to hold onto power,Israelis are protesting following the news that Prime Minister Benjamin Netanyahu has fired Defense Minister Yoav Gallant as the country’s political and military unity continue to deteriorate. Netanyahu said that his trust in the defense minister “eroded” in …,Israelis are protesting following the news that Prime Minister Benjamin Netanyahu has fired Defense Minister Yoav Gallant as the countrys political and military unity continue to deteriorate.  Netany… [+3733 chars],https://www.naturalnews.com/2024-11-07-protests-israel-netanyahu-fires-defense-minister.html,
,Haaretz,Former army chief Moshe Ya'alon calls for civil disobedience to protest Netanyahu government,Rallies held across Israel to protest dismissal of Defense Minister Yoav Gallant and to call for a deal for the release of the hostages,"Former IDF chief and defense minister Moshe Ya'alon called for Israelis to expand their protests against the government of Prime Minister Benjamin Netanyahu ""to the point of civil disobedience and no… [+20 chars]",https://www.haaretz.com/israel-news/2024-11-07/ty-article/.premium/former-army-chief-moshe-yaalon-calls-for-civil-disobedience-to-protest-netanyahu-govt/00000193-03ed-de2c-a3bf-bffddf3f0000,
,Haaretz,"With Trump in and Gallant out, Netanyahu is left with few constraints","Trump's record on Israel is more mixed than people tend to recall. This means praise and flattery are somewhat premature. Trump will put his own interests first, and they won't necessarily always be aligned with the expectations of Netanyahu's coalition","Prime Minister Benjamin Netanyahu estimated, hoped and believed that this would be the outcome a sweeping victory for Donald Trump in the U.S. presidential election. The consequences are likely to be… [+405 chars]",https://www.haaretz.com/israel-news/2024-11-07/ty-article/.premium/with-trump-in-and-gallant-out-netanyahu-is-left-with-few-constraints/00000193-02a0-d384-adbf-d3bb62fd0000,
,The Atlantic,Why Netanyahu Fired His Defense Minister,The Israeli prime minister faces a dilemma that Yoav Gallant’s departure won’t solve.,"On Tuesday evening, a political earthquake shook Israel: In the midst of war, Prime Minister Benjamin Netanyahu dismissed his defense minister, Yoav Gallant.The quake was inevitable, even if the timi… [+6287 chars]",https://www.theatlantic.com/international/archive/2024/11/israel-cabinet-coalition-change/680583/,
,Biztoc.com,Netanyahu Wanted Trump Back. But the Middle East Has Changed Since 2016,"The region looks different than when Donald Trump first took office, and so does Trump’s inner circle.","The region looks different than when Donald Trump first took office, and so does Trumps inner circle.  This story appeared on wsj.com, 2024-11-07 16:25:00.",https://biztoc.com/x/a3b2dd29bf71afee,
,Biztoc.com,Netanyahu to send rescue planes to Amsterdam after violence against Israeli football fans,Clashes took place after Uefa Europa League match between Ajax and Maccabi Tel Aviv,"Clashes took place after Uefa Europa League match between Ajax and Maccabi Tel Aviv  This story appeared on ft.com, 2024-11-08 09:04:21.",https://biztoc.com/x/a0f589692c0f564c,
,MSNBC,Benjamin Netanyahu won the U.S. presidential election,There is an assumption that Donald Trump will be more patient with Benjamin Netanyahu than Kamala Harris would have been.,"Israeli Prime Minister Benjamin Netanyahu, whose leadership credentials, judgment and popularity have taken a big hit since Hamas Oct. 7, 2023, attacks on Israel and the subsequent wars in Gaza and L… [+7022 chars]",https://www.msnbc.com/opinion/msnbc-opinion/netanyahu-trump-election-win-israel-gaza-rcna178956,
,Breitbart News,Netanyahu Sends Planes to Rescue Israelis from Amsterdam,Israeli Prime Minister Benjamin Netanyahu sent two planes to Amsterdam in The Netherlands to rescue Israelis from rampaging pro-Palestinian mobs who attacked them in the streets after the local Ajax soccer team defeated Israel's Maccabi Tel Aviv. The post Net…,Israeli Prime Minister Benjamin Netanyahu sent two planes to Amsterdam in The Netherlands to rescue Israelis from rampaging pro-Palestinian mobs who attacked them in the streets after the local Ajax … [+1797 chars],https://www.breitbart.com/sports/2024/11/07/netanyahu-sends-planes-to-rescue-israelis-from-amsterdam/,
,CBS News,Netanyahu sends 2 planes to Netherlands to rescue Israeli soccer fans,Israeli and Dutch leaders have condemned a mass attack on Israeli soccer fans in Amsterdam as clear and violent antisemitism.,"Amsterdam — Antisemitic rioters ""actively sought out Israeli supporters to attack and assault them"" after a soccer match in Amsterdam, authorities in the Netherlands said Friday, with police reportin… [+4198 chars]",https://www.cbsnews.com/news/amsterdam-israeli-soccer-fans-attacked-after-maccabi-match/,
,CBS News,Netanyahu sends 2 planes to Netherlands to rescue Israeli soccer fans,Prime Minister Benjamin Netanyahu sent two planes to the Netherlands to fly Israeli soccer fans home after what were called antisemitic attacks on them before and after a match in Amsterdam.,"Amsterdam — Antisemitic rioters ""actively sought out Israeli supporters to attack and assault them"" after a soccer match, Amsterdam authorities said Friday as Israel said it was sending planes to the… [+3581 chars]",https://www.cbsnews.com/news/netanyahu-2-rescue-planes-netherlands-israeli-soccer-fans-violence-amsterdam/,
,CBS News,What we know about Trump's call with Netanyahu after 2024 election win,More details are emerging about former President Donald Trump's call with Israeli Prime Minister Benjamin Netanyahu after the 2024 election. This comes as world leaders connect with the president-elect after he won the race against Vice President Kamala Harri…,"Watch CBS News  Copyright ©2024 CBS Interactive Inc. All rights reserved.  Get browser notifications for breaking news, live events, and exclusive reporting.  Not NowTurn On",https://www.cbsnews.com/video/what-we-know-about-trumps-call-with-netanyahu-after-2024-election-win/,
,NBC News,Israel's Netanyahu appoints new ambassador to United States,"Israeli Prime Minister Benjamin Netanyahu appointed U.S.-born Yechiel Leiter, as the next Israeli ambassador to the United States.","Israeli Prime Minister Benjamin Netanyahu appointed U.S.-born Yechiel Leiter, an official who previously served as chief of staff in the finance ministry, as the next Israeli ambassador to the United… [+1132 chars]",https://www.nbcnews.com/news/world/israel-netanyahu-new-ambassador-united-states-yechiel-leiter-rcna179300,
